Word,Clue
SPICA,Star in Virgo
ZAGAT,Star man?
SOLOS,"Star performances, maybe"
TALLS,Starbucks sizes smaller than grandes
SAGOS,Starchy palms
OGLED,Stared at
GAWKS,Stares (at)
USOFA,"Stars-and-stripes land, informally"
CHERE,Start of a billet-doux
YABBA,Start of a cartoon cry
IHATE,Start of a lament
IREST,Start of a lawyer's conclusion
HOCUS,Start of a magician's phrase
DAYIN,"Start of a phrase meaning ""always"""
USEIT,Start of a saying about staying fit
CATON,Start of a Tennessee Williams title
SERVE,Start of a tennis rally
MOUNT,Start of many volcano names
RUEDE,Start of some French street names
ECONO,Start of some no-frills brand names
MDCCI,Start of the 18th century
SHIED,Started back
ATEAM,Starting squad
PEONY,State flower of Indiana
MAINE,State known for lobsters and pine trees
OPINE,State one's views
OHIOU,State sch. southeast of Columbus
FACTA,Statements in a legal case
NOISE,"Static, e.g."
DEPOT,Station
TTEST,Statistical tool for checking a hypothesis
DIANE,Steak ___
FLANK,Steak cut
STATS,"Steals and saves, e.g."
GLOMS,"Steals, slangily"
ANGRY,Steaming
RILES,Steams up
ARMCO,Steel giant founded in 1899
GIRDS,Steels (oneself)
FAGEN,Steely Dan singer Donald
EVADE,Steer clear of
ZWEIG,"Stefan ___, influential Austrian writer of the 1920s-'30s"
JOADS,Steinbeck family
AKRON,Stephen Curry's birthplace
RUNGS,Steps up?
FIDOS,Stereotypical dogs
GRUFF,Stern and brusque
TENOR,"Stevie Wonder, for one"
CROCK,Stew vessel
ONLOW,"Stewing, say"
FRETS,Stews
CLING,Stick (to)
AFFIX,Stick on
PRONG,Sticking point
STABS,Sticks a fork in
QTIPS,Sticks in a makeup bag
TWIGS,Sticks in a nest
CLOTS,Sticks together
GLUEY,Sticky
KABOB,Sticky food?
UNHIT,"Still alive, in dodgeball"
NOTUP,Still in bed
ALIVE,Still in it
UNSET,Still liquidy
MEARA,Stiller's comedy partner
EWERS,Still-life vessels
FETOR,Stink
FETID,Stinky
BONES,"Stirrups, e.g."
ROILS,Stirs up
BRAND,Stock symbol?
PEPTO,"Stomach soother, for short"
CAIRN,Stone memorial
LAPIS,"Stone, to Caesar"
BONGS,Stoners' purchases
RARED,"Stood on the hind legs, with ""up"""
AHEAD,Stop ___ (sign)
SIGNS,Stop and Yield
ONRED,Stop here ___ (traffic sign)
ADIME,Stop on ___
QUELL,"Stop, as an uprising"
ARRET,"Stop, in France"
JERKY,"Stop-and-start, start-and-stop"
LIMIT,Stopping point
RISES,Stops lying
CLAMS,"Stops talking, with ""up"""
SHUTS,"Stops talking, with ""up"""
STASH,Store
UNTIL,Store hours word
HOURS,Store sign info
LAYIN,"Store, as supplies"
TROVE,Storehouse of valuables
ETAGE,"Story of a building, in France"
RADII,Straight sides of sectors
RECTI,Straight: Prefix
PRISS,Strait-laced person
ICEIN,"Strand during a winter trip, say"
CADIZ,Strategic port raided by Sir Francis Drake in 1587
IGORS,Stravinsky and Sikorsky
BROOK,Stream
HBOGO,"Streamer of ""Game of Thrones"""
RILLS,Streamlets
GAMIN,Street child
BEALE,Street in a James Baldwin title
CALLE,"Street, in San Jose"
SAVVY,Streetwise
BRICE,"Streisand role in ""Funny Girl"""
FORTE,Strength
MIGHT,Strength
REVET,"Strengthen, as an embankment"
ROTCS,"Strenuous college programs, for short"
EASER,Stress reliever
FINAL,Stress test?
LYCRA,Stretchy sportswear material
HEWTO,Strictly uphold
APOSE,Strike ___ (model)
AFAIR,Strike ___ deal
SMITE,"Strike hard, in the Bible"
SCABS,Strikebreakers
VIVID,Striking
CLACK,Striking noise
SWATH,Strip
RUCHE,Strip of fabric used for trimming
UNRIG,Strip sails and ropes from
TABBY,Striped cat
PEELS,Strips
ECLAT,Stroke of brilliance
PRAMS,Strollers through Covent Garden
EPOXY,Strong adhesive
RAMIE,Strong fiber
TWINE,Strong string
DOGMA,Strongly held beliefs
DELED,Struck out
ASSES,Stubborn sorts
MULES,Stubborn sorts
MIRED,Stuck
HOOPS,Stud alternatives
AGGIE,"Student in College Station, Tex."
UCLAN,"Student with the motto ""Fiat Lux,"" informally"
BONED,Studied (up on)
POLIO,Study for Dr. Albert Sabin
TORTS,Stuff from which some suits are made?
FLUFF,Stuff of little substance
SATED,Stuffed
DOLMA,Stuffed grape leaves
CRAMS,Stuffs
SATES,Stuffs
LARDS,"Stuffs with bacon, say"
TRIPS,Stumbles
POSER,Stumper question
ADAZE,"Stunned, after ""in"""
FACER,Stunning blow
DAZES,Stuns
AWING,Stupefying
ANOAK,Sturdy as ___
LARCH,Sturdy floor wood
DRANG,Sturm und ___
SNORT,Sty sound
VOGUE,Style
TANGO,"Style of ""Roxanne"" in ""Moulin Rouge!"""
RANCH,Style of house or dressing
BOSON,Subatomic particle named for an Indian physicist
MUONS,Subatomic particles
PIONS,Subatomic particles with zero spin
COSET,Subdivision in group theory
BABYM,Subject of a 1980s surrogacy case
ELCID,Subject of a 23-foot bronze statue in San Diego's Balboa Park
LAKES,Subject of a Minnesota state nickname
URGES,"Subjects of ""birds and bees"" talks"
AWOLS,Subjects of baseless charges?
DIETS,Subjects of many nonfiction best sellers
HEIRS,Subjects of some relative clauses?
SONAR,Submarine device
BGAME,Subpar athletic effort
ABATE,Subside
BEEFY,Substantial
DUBIN,"Substitute, as words"
ATALE,"Subtitle of Hawthorne's ""Fanshawe"""
SHADE,"Subtle expression of disrespect, in slang"
IMPLY,Subtly suggest
GOFAR,Succeed in life
LYNCH,Successor to Holder as attorney general
CRACK,Succumb to pressure
CHUMP,Sucker
GUSTS,Sudden blasts
LUNGE,Sudden forward thrust
SURGE,Sudden rise
JOLTS,Sudden shocks
STALL,"Suddenly stop, as an engine"
MATIC,Suffix with auto-
PLASM,Suffix with cyto- or proto-
ICIAN,Suffix with diet
ITION,Suffix with exped-
ARIAN,Suffix with parliament
STERS,Suffix with road and hip
INPUT,Suggestions
ALPES,Suisse peaks
TWEED,Suit material for Mr. Toad
MEATY,Suitable for sinking one's teeth into
POUTY,Sullen
MOPER,Sullen sort
TAINT,Sully
READD,Sum more?
LAUDE,Summa cum ___
BPLUS,Summa cum laude spoiler
HELIO,Sun: Prefix
ATRIA,Sunlit spaces
LXIII,Super Bowl of 2029
KOOPA,Super Mario creature that resembles a turtle
ESSEX,"Super Six, of old autodom"
BOFFO,"Superb, on Broadway"
HOPUP,Supercharge
RIGEL,Supergiant in Orion
FLIER,"Superman, notably"
KALEL,Superman's birth name
JOREL,Superman's father
NAOMI,Supermodel Campbell
TIEGS,Supermodel Cheryl
BELLA,Supermodel Hadid
SILKY,Supersmooth
DISCS,Supply for an ultimate Frisbee team
WOODS,Supply in a golf bag
SIDER,Supply-___ (economic theorist)
REBAR,Support structure
TRUSS,Support structure
JOIST,Supporting timber in home construction
BACKS,Supports
ISFOR,Supports
QUASH,Suppress
SATON,Suppressed
BADER,Supreme Court middle name
RETAR,"Surface again, as a road"
RESOD,"Surface anew, say"
HODAD,Surfer wannabe
SILAS,Surname of father-and-son N.B.A. coaches Paul and Stephen
DALEY,Surname of two former Chicago mayors
OUTDO,Surpass
TWIST,Surprise ending
CASED,Surveilled before a heist
PLATS,Surveyors' maps
MISOS,Sushi bar servings
FISHY,Suspect
BWANA,"Swahili ""sir"""
UHURU,"Swahili for ""freedom"""
SIMBA,"Swahili for ""lion"""
WOOER,Swain
FLYNN,Swashbuckling Errol
ERROL,Swashbuckling Flynn
AVOWS,Swears
SIGNE,Swedish actress Hasso
BROAD,Sweeping
CHORE,"Sweeping, say"
ICING,Sweet cake topper
TOKAY,Sweet wine of Hungary
DEARS,Sweeties
BLOAT,Swell up
VEERS,Swerves
DEPTH,Swimming pool measurement
BUNKO,Swindle
BOARS,Swine
WHIFF,Swing and miss
POPIN,Swing by unannounced
JIVEY,Swinging
FRANC,Swiss bread
BERNE,"Swiss capital, to French speakers"
BASEL,Swiss city on the Rhine
BASLE,"Swiss city on the Rhine, old-style"
REBAG,"Switch from plastic to paper, say"
HAFTS,Sword grips
HILTS,Sword handles
ZORRO,Swordsman of book and film
VOWED,Swore
SLUED,Swung around
TOADY,Sycophant
SIGMA,"Symbol for stock volatility, in finance"
DAISY,Symbol of freshness
FCLEF,Symbol on a cello or tuba composition
ARROW,Symbol on a One Way sign
SHULS,Synagogues
ALIGN,Sync up
REAIR,"Syndicate, in a way"
DYNEL,Synthetic fiber once used in wigmaking
BOULE,Synthetic gem
MAPLE,Syrup source
IDENT,T.S.A. request: Abbr.
MIAOU,Tabby talk: Var.
MAURY,Tabloid show beginning in 1991
NOTOK,Taboo
DONTS,Taboos
LABEL,Tag
PARTV,"Tag for the ""Friday the 13th"" film subtitled ""A New Beginning"""
GIRTH,Tailor's measurement
SOILS,Taints
MATSU,Taiwan Strait's ___ Islands
ACERS,Taiwanese PCs
ASTAB,Take ___ at
ATRIP,Take ___ down memory lane
APAGE,Take ___ from (copy)
AHARD,Take ___ look at
AWALK,Take ___ on the wild side
DIPIN,"Take a bit of one's savings, say"
SCUBA,"Take a dive, perhaps"
WHACK,Take a paddle to
BATHE,Take a soak
USURP,Take by force
SEETO,"Take care of, as a task"
DEMUR,Take exception to something
ADAPT,Take from one medium to another
ALOAN,Take out ___ (get some assistance at the bank)
ASPIN,Take out for ___ (test-drive)
SCRUB,Take out of the game
TRUMP,Take precedence over
UNHAT,"Take the top off of, in a way"
SHACK,"Take to living together, with ""up"""
RETRY,Take two
REHEM,Take up again?
FLOWN,Taken off
RESTS,Takes a breather
DINES,Takes a few courses?
JELLS,Takes shape
TOKES,Takes some hits
FLIES,Takes the high way?
INBED,"Taking a nap, say"
CONTE,Tale of adventure
LAZAR,Talent agent Swifty
CHOPS,"Talent, in slang"
BOAST,Talk a big game
ATIVE,Talk ender
JAWAT,Talk endlessly to
LIDDY,Talk radio's G. Gordon ___
GUEST,Talk show interviewee
RUNON,Talk too long
MYNAH,Talking bird
FLUTE,"Tall, slender wineglass"
SUETS,Tallow sources
NOTCH,Tally mark
STLEO,Tampa suburb named after a pope
NAANS,Tandoori products
MIRES,Tangles up (in)
LENOX,Tanglewood Music Festival town
TREAD,Tank part
OILER,Tanker from the Mideast
LEELA,"Tank-topped, ponytailed ""Futurama"" character"
UVRAY,"Tanning element, informally"
HOOFS,"Tap-dances, informally"
AIMAT,Target
HEDGE,Target of some trimming
BANKS,Targets of the Dodd-Frank Act
DEATH,Tarot card that bears the numeral XIII
PLAID,Tartan pattern
UMAMI,Taste common in tomatoes and mushrooms
SENSE,Taste or touch
ATEOF,"Tasted, quaintly"
CIAOS,Ta-tas
SPUDS,Taters
JIVES,Taunts
BAITS,Taunts so as to get a reaction
DIANA,Taurasi who leads the W.N.B.A. in career scoring
DAYNE,"Taylor who sang ""Tell It to My Heart"""
ILICH,Tchaikovsky's middle name
BRUIN,TD Garden athlete
SCONE,Tea go-with
LEONI,"Tea of ""Madam Secretary"""
PEKOE,Tea type
CURVE,Teacher's implementation
LAMAS,Teachers of the dharma
DUCKS,Teals and mallards
RUGBY,Team sport with scrums
REAVE,"Tear apart, old-style"
UNRIP,Tear open
MOVED,Tearful
BUTYL,Tear-resistant synthetic rubber
RENDS,Tears
RIVES,Tears apart
MAULS,Tears to pieces
RAGON,Tease
JIVED,Teased
SCALA,Teatro alla ___
CODER,Tech worker
GEEKY,"Tech-obsessed, say"
ASCII,Tech's character set
VNECK,Tee type
DROVE,Teed off
IRING,Teeing off
THEOC,Teen drama set in SoCal
ACNES,Teen skin ailments
WEENY,Teeny-___
IRANI,Tehran native
RINGS,Telephones
SAYTO,Tell
SPILL,Tell all
REEVE,"Teller of the third tale in ""The Canterbury Tales"""
LIARS,Tellers of tales
FINKS,Tellers?
ANTAS,Temple pilasters
TIDED,"Temporarily sated, with ""over"""
ONICE,Temporarily suspended
SIREN,Tempter of Odysseus
SEALY,Tempur-Pedic acquisition of 2012
RATIO,"Ten to one, for one"
CROFT,"Tenant farm, in Britain"
SORES,Tender areas
FLUID,Tending to change
TELIC,Tending toward an outcome
ITSIN,Tennis commentator's cry
GORAN,Tennis great Ivanisevic
SELES,Tennis great Monica
DAVIS,Tennis's ___ Cup
VILAS,Tennis's 1977 U.S. Open champ
ELKES,Tennis's Clijsters and others
TYNAN,Tenor Ronan ___
MISTA,"Term of address, in urban slang"
COTTA,Terra ___
FIRMA,Terra ___
SUPER,Terrific
GEESE,Tessellated creatures in Escher prints
BETAS,Test versions
WADED,"Tested the waters, say"
ORALS,Tests that are very hard to cheat on
HEFTS,Tests the weight of
BLOCK,Tetris piece
STARR,Texas county on the Mexican border
TACOS,Tex-Mex items associated with Tuesdays
TWYLA,"Tharp who choreographed ""Hair"""
SARAN,That's a wrap!
STOLE,That's a wrap!
CENTS,"The ""99"" in $2.99, e.g."
ORALB,"The ""B"" in its name stands for ""brush"""
GOYAS,"The ""Black Paintings"" and others"
MOTIF,"The ""da-da-da-DUM!"" of Beethoven's Fifth"
FORCE,"The ""F"" in F = ma"
JURIS,"The ""J"" of J.D."
LIVES,"The ""L"" of B.L.M."
LOVIN,The ___ Spoonful (1960s pop group)
TRIBS,"The Allegheny and Wabash, to the Ohio: Abbr."
CECUM,The appendix extends from it
WALLY,The Beav's big brother
ENNUI,"The blahs, more formally"
MENSA,The brainy bunch?
ANION,"The chloride in sodium chloride, e.g."
BLACK,The circled letters in the first shaded area
BEAST,The Daily ___ (online news site)
ONEOF,"The Eagles' ""___ These Nights"""
FINIS,The end
IRONY,"The fact that the Bible is the most shoplifted book in America, e.g."
SHEEP,The first cloned mammal
EMAIL,The first one was sent in 1971
MTWTF,"The five weekdays, for short"
BRITT,The Green Hornet's real first name
GANGS,"The Jets and the Sharks, in ""West Side Story"""
HADES,The land down under
TEXAS,The Lone Star State
ACRES,The National Mall has more than 300 of them
PANDA,"The National Zoo's Xiao Qi Ji, e.g."
CHAST,"The New Yorker cartoonist who wrote ""What I Hate: From A to Z"""
NOTUS,The other guys
SHERA,"The Princess of Power, in cartoons"
NONES,The religiously unaffiliated
SHESA,"The Rolling Stones' ""___ Rainbow"""
STELA,The Rosetta Stone is one
AHAIR,The slightest margin
VODKA,The spirit of Russia?
BRUNO,The star Mars
MYTHS,The Trojan horse and Pandora's box
CLIME,"The tropics, for one"
ATOMS,The universe has an estimated 10<sup>82</sup> of them
LOGES,Theater sections
VENUE,"Theater, for a Broadway show"
AMORE,Theme of la festa di San Valentino
ALORS,Then: Fr.
BIKEL,"Theodore of ""The African Queen"""
EDGES,There are 24 in a cuboctahedron
IAMBS,There are 70 in a Shakespearean sonnet
HENCE,Therefore
HTEST,Thermonuclear experiment of the '50s
ROGET,Thesaurus eponym
ESTOS,"These, in San Jose"
ACTOR,Thespian
BULBS,They can be found in two different sections of home-improvement stores
SHIPS,They can be used as icebreakers
NOSES,They can be wrinkled or thumbed
VENTS,They can blow a lot of hot air
LAMPS,They can go from floor to ceiling
POLLS,They close at 9 p.m. in New York
ADARS,They follow Shebats
NEAPS,They follow springs by about a week
AXLES,They get the wheels turning
VANES,They go wherever the wind blows
RAKES,They have teeth but don't bite
MENUS,They help with course selection
YOKES,They join teams
RATES,They may be fixed
SIGHS,They may be given in relief
KNOTS,They may be hard to untie
BASES,They may be loaded or covered
MTGES,They may be on the house: Abbr.
BROWS,They may be raised (hmm ...)
HERBS,They may be used in a pinch
MOTHS,They may come to light
RUERS,They might atone
DUKES,They might be put up during a fight
FLEAS,They might dog a dog
TONGS,They might help you get a grip
HANDS,They operate around the clock
EARLS,They outrank viscounts
TYRES,They roll around in London
BDAYS,"They're almost always shared by twins, informally"
TAPES,They're broken at marathons
KILTS,They're found around Scots
BETES,They're found in un jardin zoologique
OPEDS,They're full of opinions
STIES,They're not known for neatness
TABUS,They're off-limits: Var.
COLDS,They're often caught and passed around
BARNS,They're raised on farms
LUMPS,"They're taken in punishment, so to speak"
MIDST,Thick
GAUNT,Thin and bony
LITHE,Thin and graceful
ARAIL,Thin as ___
AREED,Thin as ___
TINNY,Thin in tone
CREMA,Thin layer of foam at the top of an espresso
GIZMO,Thingamajig
CAPES,Things bullfighters wave
HOSES,Things coiled on the sides of houses
IDEES,Things discussed at une academie
PACTS,Things finished with handshakes
PICKS,Things guitarists and prospectors both use
BIKES,Things kept on racks
TEATS,Things milking machines attach to
TOLLS,Things most interstates don't have
PORTS,Things on the back of a computer
LIRAS,Things once tossed in the Trevi Fountain
PORES,Things opened at spas
TERMS,Things served in prison
DEBTS,Things short people have?
PILES,Things some sorters make
ACIDS,Things that are far from basic?
CODES,Things that can be cracked
TEETH,Things that gears and crocodiles share
ITERS,Things that lead to Rome?
FILES,Things that may be compressed
FISTS,Things that may fly around saloons
DOORS,Things you can crack without damaging them
STUFF,"Things, collectively"
GAMMA,"Third-tier caste member in ""Brave New World"""
THESE,This and this
LIFES,"Thomas Hardy's ""___ Little Ironies"""
EGDON,Thomas Hardy's ___ Heath
ISIAH,Thomas in the Basketball Hall of Fame
ARIES,"Thomas Jefferson or John Tyler, by birth"
TRACT,"Thomas Paine's ""Common Sense,"" e.g."
TESSA,"Thompson of ""Sorry to Bother You"""
AESIR,Thor's group
ANTIS,Those against
ELLES,"Those girls, in French"
DLINE,"Those opposite the center and guards, in N.F.L. lingo"
GNOTE,Thou
MUSER,Thoughtful sort
FLAIL,Thrash (around)
FLOGS,Thrashes
AVONS,Three English rivers
SEPTI,Three more than quadri-
XEBEC,Three-masted sailing ship
TRIAD,Threesome
LTGEN,Three-star mil. rank
THEAS,Three-time '70s World Series champs
BERRA,Three-time American League M.V.P. of the 1950s
CYCLO,Three-wheeled Asian cab
KICKS,Thrills
STREP,"Throat malady, for short"
CROWD,Throng
HORDE,Throng
FULLY,Throughout
CHUCK,Throw away
BAGIT,Throw in the towel
WASTE,Throw it away
EJECT,Throw out
EVICT,Throw out
FLUNG,Thrown with force
LOFTS,Throws heavenward
HITCH,Thumb a ride
TONOW,Thus far
GLAND,"Thymus, e.g."
FINES,Ticket prices?
CITES,Tickets
TUMMY,Ticklish area
XANDO,Tic-tac-toe alternatives
EAGRE,Tidal flood
MARRY,Tie the knot
MAURA,"Tierney of ""ER"""
MOORS,"Ties up, in a way"
SPATS,Tiffs
ADRUM,Tight as ___
GLUED,Tightly affixed
VISED,Tightly gripped
PIKER,Tightwad
RIDES,Tilt-a-Whirl and bumper cars
LEANT,"Tilted, in Stilton"
JOUST,Tilters' contest
CANTS,Tilts
LEANS,Tilts
AHALF,Time and ___
RANDR,"Time away from the grind, for short"
NONCE,Time being
TARDE,Time for una siesta
ONEPM,Time in New York when it's noon in Chicago
VJDAY,Time of surrender in '45
LEAVE,Time off
HHOUR,Time to attack
MEDAY,Time to treat yourself
CHRON,Time: Prefix
ONCUE,Timely
HORAL,Time-related
DAWNS,Times to crow
MOUSY,Timid
LEARY,"Timothy who wrote ""Turn On, Tune In, Drop Out"""
MINIM,Tiniest bit
FAIRY,"Tinker Bell, for one"
PINCH,Tiny amount
MIDGE,Tiny fly
STRIA,Tiny groove
PEEPS,Tiny objections
AGLET,Tip of a shoelace
ACMES,Tips
LEADS,Tips for journalists
DOFFS,"Tips, in a way"
SNEAK,"Tiptoe, maybe"
RANTS,Tirades
COCOA,Tiramisu topper
DONDI,Title boy in old comics
WANDA,Title character in a classic John Cleese comedy
ROCKY,"Title film character who declares ""Nobody owes nobody nothing"""
JANIE,Title girl with a gun in an Aerosmith hit
MOANA,Title heroine of a 2016 Disney film
MANON,Title heroine of a Massenet opera
SHOOP,"Title lyric before ""ba-doop"" in a 1993 Salt-N-Pepa hit"
LAKME,Title priestess of opera
ALFIE,Title role for Michael Caine and Jude Law
CHAMP,Title winner
TEHEE,Titter
MAUDE,Titular film character opposite Harold
AMAHL,Titular Menotti opera character
AMARE,"To love, in Italian"
DECIR,"To say, in Spanish"
AGOGO,"To the max, '60s-style"
CLINK,Toast sound
CURER,Tobacco farm employee
SNUFF,Tobacco that's inhaled
DIGIT,"Toe, e.g."
ASONE,Together
CHAPS,Togs for a cowboy
HULCE,"Tom of ""Animal House"""
SMYTH,Tommy of ESPN
BECKY,"Tom's love in ""The Adventures of Tom Sawyer"""
ALOAD,Tons
ASLEW,Tons
OSHEA,Tony nominee Milo
DANZA,Tony once nominated for an Emmy
DRLAO,Tony Randall title role
AUDRA,Tony winner McDonald
IDINA,Tony winner Menzel
LIVIA,"Tony's mother on ""The Sopranos"""
PUSHY,Too forward
AUSSI,"Too, in Toulouse"
TOKED,Took a hit
RELED,Took back the top spot
REWON,"Took back, as a trophy"
SAWTO,Took care of
RANIN,Took for booking
DOPED,Took performance-enhancing drugs
CORER,Tool for preparing apples
QUILL,Tool for telling?
LEPEW,"Toon first introduced in the 1945 short ""Odor-able Kitty"""
WILEE,Toon with a middle initial
DENTI,Tooth: Prefix
HONKS,Toots one's horn
ONEUP,Top
IGNIS,Top of a Roman candle?
GOLDS,Top Olympic prizes
LINEA,Top part of an I.R.S. form
ATTIC,Top story
FLITE,Top-___
PITCH,Topic for a voice coach
RIDGE,Topographical map feature
RABBI,Torah teacher
RIVEN,Torn asunder
STREW,Toss about
HATIN,Toss one's ___ the ring
FOLDS,Tosses it in
FLIPS,"Tosses, as a coin"
RUNTO,Total
STEAL,Total bargain
GRIPS,Totally captivates
HOSED,Totally cheated
AHOOT,Totally LOL-worthy
JADED,Totally over it all
ABUTS,Touches
IPODS,"Touches, e.g."
ACORN,Tough nut to crack
BOLUS,Tough pill to swallow
BINDS,Tough spots
ETAPE,Tour de France stage
LOIRE,Tours can be found on it
AREAR,Toward the back
TERRY,Towel fabric
JENGA,Tower-building game
LOFTY,Towering
LOOMS,Towers
BURGS,"Towns, informally"
RICIN,"Toxic protein prepared on ""Breaking Bad"""
HORSY,"Toy rocker, in tot-speak"
PRIUS,Toyota hybrid
LEGOS,Toys with much assembly required
DRIPS,Traces left by burning candles
PLACE,Track bet
HEATH,Tract of low-growing vegetation
ARNEL,Trademarked fabric name
SWAPS,Trades
CATAN,"Trading board game with ""settlers"""
HOLLY,Traditional Christmas decoration
BRAID,Traditional feature of a Hindu bride
TORII,Traditional Japanese gate
TERPS,Traditional rivals of the N.C.A.A.'s 'Hoos
CONES,Traffic directors?
BEEPS,Traffic signals
CANIO,"Tragic clown in ""Pagliacci"""
ACELA,Train through eight states
GENES,Trait transmitters
JUDAS,Traitor
HOBOS,Tramps
AGAZE,Transfixed
MORPH,Transform
FERRY,Transport from Seattle to Bainbridge Island
HAULS,Transports
ABIND,"Trapped, after ""in"""
TROOP,Travel in large numbers
ROVES,Travels here and there
TRITT,Travis of country music
EIGER,Treacherous peak in the Alps
LIEON,Treat as a bed
LIMED,"Treated, in a way, as a lawn"
LDOPA,Treatment for Parkinson's
GCLEF,Treble sign
ALDER,Tree in the birch family
HEWER,"Tree surgeon, at times"
OLIVE,Tree that Athena gifted to Athens
BIRCH,Tree with papery bark
BEECH,Tree with triangular nuts
ALLEE,"Tree-lined walkway, in France"
PALMS,Trees that sway in a hurricane
TEAKS,Trees used in furniture-making
MEDIC,Triage team member
FICHU,Triangular kerchief
CHIEF,Tribal leader
YAZOO,Tributary of the Mississippi
FAKED,"Tricked by doing something unexpectedly, with ""out"""
FOXED,Tricked cunningly
WILES,Trickery
OOZES,Trickles slowly
FOOLS,Tricks
WHIST,Trick-taking card game
WOOED,Tried to win
READS,Tries for a role
PENNY,Trifle
OUNCE,Trifling amount
COSEC,Trig function
COTAN,Trig ratio
PRUNE,Trim
PARED,Trimmed (down)
CROPS,"Trims in Photoshop, e.g."
FATES,Trio of Greek goddesses
COMBO,Trio or quartet
BANAL,Trite
CLANG,Trolley sound
LOEIL,Trompe ___
AWARD,"Trophy, e.g."
NEVIS,"Tropical island whose name comes from the Spanish for ""snows"""
GUAVA,Tropical sorbet flavor
MACAW,Tropical squawker
LIANA,Tropical vine
ESSES,Trouble for Sylvester the Cat
EATAT,Trouble terribly
WORST,Trounce
IVANA,"Trump who wrote 2017's ""Raising Trump"""
SOOTH,"Truth, to Shakespeare"
ENTER,"Try one's luck in, say"
STUDY,Try to get down
APPLY,"Try to get in, say"
TUGAT,"Try to pull off, say"
HITAT,Try to punch
DIGAT,Try to unearth
BIDON,Try to win at auction
TANYA,Tucker who had her first hit in 1972 and won her first Grammys in 2020
GABLE,Tudor house feature
MARDI,"Tuesday, in Tours"
BIOME,"Tundra, e.g."
ROILY,Turbulent
FLOPS,Turkeys
KEMAL,Turkey's Ataturk
UZBEK,Turkic tongue
KHANS,Turkic tribal leaders
AGHAS,Turkish pooh-bahs
PASHA,Turkish V.I.P.
SPOIL,Turn
ADEAF,Turn ___ ear
EVERT,Turn inside out
ENDUP,Turn out
PALED,Turned white
EXITS,Turnpike turnoffs
COMES,Turns up
SIENA,Tuscan city
MASSA,Tuscan city noted for its marble quarries
PEPIN,TV chef Jacques
ROONE,TV executive Arledge
LEEZA,TV host Gibbons
KATIE,TV journalist Couric
ERICA,TV journalist Hill
WELBY,TV M.D.
GEIST,TV newsman Willie
ILENE,TV producer Chaiken
LORNE,TV producer Michaels
VCHIP,TV programming filter
CLIPS,TV sports highlights
MEDIA,"TV, newspapers, etc."
GIRLS,"TV's ""2 Broke ___"""
FIVEO,"TV's ""Hawaii ___"""
ERINS,TV's Burnett and Andrews
ADMAN,"TV's Don Draper, e.g."
PYLES,TV's Goober and others
PAARS,TV's Jack and kin
GUNNS,TV's Peter and literature's Ben
ICOSA,Twenty: Prefix
WAITS,"Twiddles one's thumbs, say"
GLOAM,"Twilight, old-style"
SERGE,Twilled fabric for suits
EDINA,Twin Cities suburb
OLSEN,Twin Mary-Kate or Ashley
SISAL,Twine material
SNACK,Twinkies or Pringles
GLEAM,Twinkle
WRUNG,Twisted
SNEER,Twisted look
SICKO,Twisted person
SHARE,Twitter : retweet :: Facebook : ___
EIGHT,Two cubed
BIPOD,Two-legged stand
HOUGH,"Two-time ""Dancing With the Stars"" co-winner Julianne"
LUISE,Two-time Best Actress winner Rainer
BUBBA,Two-time Masters champion Watson
MCGEE,Two-time N.L. batting champ Willie
SMEAL,Two-time NOW president Eleanor
PEROT,Two-time presidential candidate Ross
ZEBRA,Two-tone beast that sleeps standing up
SNAKE,Type not to be trusted
PICAS,Typesetters' measures
LINOS,"Typesetting machines, informally"
THANT,U follower
METAL,"U, V or W, on the periodic table"
RELEE,U. S. Grant adversary
PUSAN,U.N. beachhead during the Korean War
THULE,U.S. air base site in Greenland
OSAKA,U.S. Open tennis champion of 2018 and 2020
LUTSK,Ukrainian city
BATOR,"Ulan ___, Mongolia"
TELOS,"Ultimate object, to Aristotle"
BRITE,Ultra ___
NAVEL,"Umbilicus, familiarly"
SPOKE,Umbrella part
STUCK,"Unable to answer any more clues, say"
GLEES,Unaccompanied part songs
ALEUT,Unalaska inhabitant
RIGID,Unbending
REMUS,Uncle ___
QUINT,Uncommon delivery
BLUNT,Uncompromisingly direct
DRUNK,Under the table
SLIMS,Undergoes downsizing
MAJOR,Undergraduate's declaration
REEFS,Underwater ecosystems
AFOOT,Underway
WEEDS,Undesirable bedmates?
ANNUL,"Undo, legally"
DIGUP,Unearth
SHERD,Unearthed pottery fragment: Var.
NAKED,"Unembellished, as the truth"
TEPID,Unenthusiastic
NUBBY,"Uneven, as fabric"
BOONS,Unexpected benefits
IDONT,Unexpected declaration at the altar
GRAVY,"Unexpected windfall, figuratively"
NEWTO,Unfamiliar with
STOIC,Unflappable
MURAL,Unframed artwork
ICILY,Unfriendly way to respond
VAPID,Uninspired
JOULE,Unit in thermodynamics
TOKEN,Unit of cryptocurrency
WEBER,Unit of magnetic flux
WEDTO,United with
AEONS,Units in the life span of a galaxy
VOLTS,Units measured by multimeters
PLOTS,"Units of land, with or without the first letter"
DEPTS,Univ. units
ATMAN,"Universal self, in Hinduism"
GATOR,University of Florida athlete
ORONO,University of Maine's home
ROLLA,University of Missouri campus site
